"id","MeetingName","MeetingDate","Audience","Staff","Notes","Createdby"
718,"CBfB",5/2/2011 0:00:00,0,"Christina Garcia","Visited Day care centers on this day to have meetings with directors about possibly doing outreach on certain days of the week as well as flyer ideas. Janaeya Carmouche from Cbfb, joined me in visiting the daycare centers: Walkers day care, Kida ''R'' people ''2'', Williams Early years learning center, Teeter Totter day care center. ",44
719,"CBfB",6/14/2011 0:00:00,0,"Christina Garcia","I drove around the Sunnyside area to target prospective outreach locations and familiarize myself a little more with the area. HCC south, Metro station, McDonalds, New Faith Church, Hiram Clarke MSC, Sunnyside park, family dollar, fiesta. ",44
720,"Outreach",7/2/2011 0:00:00,100,"Christina","Fiesta in Sunnyside//Outreach project... Handed out 100 flyers for GTC and CBfB in the parking lot at fiesta 7510 bellfort",44
721,"Oureach",7/3/2011 0:00:00,100,"Chrisitna Garcia","Fiesta in Sunnyside//Oureach project... Handed out 100 flyers to GRC and CBfB in the parking lot at fiesta 7510 bellfort (day 2)",44
722,"Outreach CBfB",7/21/2011 0:00:00,0,"Christina Garcia","Spoke with manager of each apartment complex about possible outreach to residents: Wilminton house, Cuney Homes, Scott Town Homes, Johnson Library, Ewing Apts.",44
723,"Contact CBfB",7/27/2011 0:00:00,2,"Christina Garcia","Had a meeting with Carol McClung about placing me in contact with the right people for Sunnyside MSC and some apt complexes in the sunnyside area. She sent an email to Dr. Richardson and Ms. Rivers. (waiting on a response.)

Both people responded to the email, we are waiting to set up a date for the meeting",44
724,"CBfB/Bastina Elem",9/17/2011 0:00:00,3,"Christina Garcia","Oureach attempt to meet Director at Bastina Elem. CBfB manager's car broke down, meeting cancelled. I did get to the school and signed in at front desk. while I was waiting I recieved the phone call that the meeting was cancelled. 
",44
725,"Directors Institute ",9/15/2011 0:00:00,15,"Christina Garcia","Directors Institute meeting: with Janaeya Carmouche. Purpose: to introduce me to the directors of the day care centers and reconnect with the one's I have already met. Director's were asked to set a day aside where they could let parent's know i would be there to offer services.",44
726,"Sunnyside MSC",9/2/2011 0:00:00,10,"Dick Nye, Christina ","meeting with Dr. Richardson at Sunnyside Msc. Purpose: to try to establish a set day to set me up at the MSC to provide the community with the assistance offered by GTC and CBfB

Outcome: Will be in touch",44
727,"Kids Village",9/2/2011 0:00:00,10,"Christina Garcia","meeting with Joseph (Navigator at Sunnyside MSC) to give me an inside look at the Kids village program",44
728,"Immunization Health Fair",8/12/2011 0:00:00,200,"Christina, Rosalinda (V)","V= volunteer. health fair MLK central care, back to school immunization health fair. ",44
729,"Back to School Sunnyside",8/13/2011 0:00:00,500,"Christina Garcia, Rosalinda (V)","V=volunteer.  Sunnyside recreation center back to school health fair. ",44
731,"Wilmington Presentation",8/17/2011 0:00:00,20,"Chrisitna Garcia, Rosalina (V)","Presentation at Wilimington apt. to sunnyside community to let them know about services from gtc and cbfb",44
732,"Wilmington",8/19/2011 0:00:00,3,"Christina Garcia","Went to pick up all cbfb referrals from the presentation. I had left them the forms to fill out so the client's would not be in a rush. ",44
733,"Back to School ",8/18/2011 0:00:00,600,"Chrisitna Garcia, Rosalina (V)","V=volunteer. back to school health fair lone star college. ",44
734,"Bajo El Mismo Techo Conference",10/6/2011 0:00:00,300,"3","we talked peronal like with 85 people about the importance of Health Home",6
735,"HISD Orientation",10/19/2011 0:00:00,35,"2","Educate new Hisd Enployees about GTC organization.and what navigators is and does.",6
736,"Womens Resource Ctr",11/5/2011 0:00:00,15,"Teresa Arguelles","Pastor John and Genell Kelly hosting Health and Wellness at Tall Timbers Apts.",61
737,"Charla",12/20/2011 0:00:00,3,"Rosie Martinez","gave a orientation to group about HCHD and community clinics. ",9
738,"MLK Mcgregor Park",1/14/2012 0:00:00,25,"teresa@rosie","This was geared towards children. GtC and Care Connection info was presented.",61
739,"lakewood church",10/15/2011 0:00:00,200,"teresa,christina","",61
740,"Act Against Aids Leadership",1/26/2012 0:00:00,50,"1","The AAALI is a multifaced communications campaing designed  to refocus national attention on the domestic HIV crisis and reduce HIV incidence in the US.Trough this project, Farmworker Justice will provide fre training.",6
741,"hiram clark multi ctr",3/10/2012 0:00:00,0,"teresa , rosie","Arrived and Security Guard stated (Event Cancelled due to rain).",61
742,"Impact event meeting",4/13/2012 0:00:00,25,"Christina Garcia","reaching out for safe and healthy pregnancy and educating the community on options available for Sunnyside area. ",44
743,"Main Street Ministries",5/4/2012 0:00:00,20,"1","Training program for volunteers at Main Stree Ministries",253
744,"Mini Conf",5/18/2012 0:00:00,200,"1","Vendor at Family Protective Services conference representing Gateway to Care",253
745,"Iglesia de dios back to school fair",7/7/2012 0:00:00,100,"Rosie Martinez - Teresa Arguelles","Back to shool fair for southeast community. ",9
746,"Alfa y Omega Church",8/4/2012 0:00:00,200,"Rosie","Back to school health fair ",9
747,"Binational Health Week Fair- Pasadena",10/2/2012 0:00:00,500,"Lori Serenil and Christina Garcia ","Binational Health Week @ Neighborhood Centers on Fairmont Parkway in Pasadena, Tx",3
748,"HISD Barnett Bus Barn",12/6/2012 0:00:00,30,"Lori & Sha'Kera","Went to Barnett Bus Barn and spoke to HISD employees on the FSA card and let them know we were there to help them find health homes and how to better use there FSA cards.",3
749,"Ventanilla de Salud",1/14/2013 0:00:00,120,"Lori Serenil","Went over the services the Vetanilla de Salud has to offer the community.",3
750,"Ventanilla de Salude",1/14/2013 0:00:00,130,"Lori Serenil","informed the audience what services the Ventanilla de Salud has to offer the community.",3
751,"Coordination",1/7/2013 0:00:00,2,"Christina, Rosie","On this day Rosie and I met to try to come up with ideas for the CBfB project. Rosie came up with the idea of sending letters out to the daycare directors. We began to put together an example folder and talked about what the introduction letter would say. Rosie also talked about preparing a daily activity log for me so it would be easier to put my reports together. ",44
752,"none",1/8/2013 0:00:00,1,"Christina ","began to prepare letters",44
753,"none",1/9/2013 0:00:00,1,"Christina","began to prepare activity logs",44
754,"none",1/10/2013 0:00:00,1,"Christina","finished letter for daycare directors and prepared sample folder. ",44
755,"none",1/11/2013 0:00:00,2,"Christina ","meeting via phone with community contact from Houston food bank. I spoke with the mobile eligibility interviewer to make myself familiar with them and vice versa. I want to become familiar with this contact in case I would ever need an on site eligibility worker in Sunnyside. ",44
756,"none",1/11/2013 0:00:00,2,"Christina","Met with contact for Maximus via phone who is assigned to the Sunnyside zip codes. I networked and became familiar with this person in case someone is having trouble changing their plan or their dr. I can refer back to maximus. (networking)",44
757,"none",1/22/2013 0:00:00,1,"Christina","prepared folders and sent emails to all directors",44
758,"none",1/23/2013 0:00:00,2,"Chrisitna, Rosie","met with Rosie today to discuss strategies and Mancuso and Johnson libraries. ",44
759,"none",1/24/2013 0:00:00,2,"christina","I met with Lydia Vasquez (COH) and talked about the EPICS program (free program for colonoscopy and the DAWN program(diabetes awareness and wellness network)",44
760,"none",1/23/2013 0:00:00,2,"Christina","Director at Bastian elementary responded to the email I sent to meet. She sent a possible date and time. 1/29/13 at 9am",44
761,"introduction Navigation services",1/29/2013 0:00:00,2,"Dick Nye","Meeting with Ms. Stevens Bastian Elementary, Introduction of Navigation services. ",44
762,"none",1/30/2013 0:00:00,2,"christina","spoke with Ms. Kimberly today, director at South Park Development Center. Set up a meeting for 2/13/13 at 1:30",44
763,"none",3/7/2013 0:00:00,2,"Christina","meeting via phone with Lewis from the Houston food bank. no referrals, no leads. ",44
764,"brainstorm",3/18/2013 0:00:00,2,"christina, rosie","trying to come up with more ideas to get targeted clients in Sunnyside. ideas are trying to focus on the daycare's and having the directors become very familiar with me. trying to get a count of how many 0-3 yr olds are in each daycare center. ",44
765,"networking",3/20/2013 0:00:00,2,"Christina","contacted maximus representative to see if they had any client which may need help. UNSUCCESSFUL",44
766,"Norma's Plaza Apartments",6/11/2013 0:00:00,1,"Christina Garcia","Meeting Date 05/01/2013.
spoke with Ms. Brock , I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex.",44
767,"Wesley Square Apartments",6/11/2013 0:00:00,1,"Christina Garcia","I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex.
Meeting Date 5/2/2013",44
768,"Sunflower Terrace Apartments",6/11/2013 0:00:00,1,"Christina Garcia","Ms Artischa Bradley, I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex.
Meeting Date 5/6/2013",44
769,"Briar Meadows",6/11/2013 0:00:00,1,"christina Garcia","Spoke with Gloria, I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting Date 5/7/2013",44
770,"the Villas Apartments and Townhomes",6/11/2013 0:00:00,1,"Christina Garcia","Spoke with Gracie,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting Date 5/8/2013",44
771,"Wilmington House Apartments",6/11/2013 0:00:00,1,"Christina Garcia","Spoke with Shiela,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting Date 5/13/2013",44
772,"Landsborough Apartments",6/11/2013 0:00:00,1,"Christina Garcia","Spoke with Tiffany,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting date 5/14/2013",44
773,"Crestmont W Apartments",6/11/2013 0:00:00,1,"Christina Garcia","Spoke with Dorcia,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting Date 5/15/2013",44
774,"Scott Plaza Apartments",6/11/2013 0:00:00,1,"Christina Garcia","Spoke with Ms. Glen,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting Date 5/20/13",44
775,"Villa americana Apartments",6/11/2013 0:00:00,1,"Christina Garcia"," I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting date 5/21/2013",44
776,"Wilmington House",6/11/2013 0:00:00,1,"christina Garcia"," I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting Date 5/22/2013",44
777,"Gala Vista Apartments",6/11/2013 0:00:00,1,"christina Garcia","Spoke with Maria and Rigo,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting Date 5/27/2013",44
778,"Weslow Manor Apartments",6/11/2013 0:00:00,1,"christina Garcia","Spoke with Ted , I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting Date 5/28/2013",44
779,"Belfort Pines",6/11/2013 0:00:00,1,"Christina Garcia","Spoke with Amber Albury , I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting date 5/29/2013",44
780,"Hobby Place Apartments",6/11/2013 0:00:00,1,"Christina Garcia","Spoke with Cherie,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting Date 6/3/2013",44
781,"Nine Oaks Apartments",6/14/2013 0:00:00,1,"Christina Garcia","Spoke with Ms. Ramos,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting Date 6/14/2013",44
782,"KingsGate Apartments",6/11/2013 0:00:00,1,"Christina Garcia","Spoke with Danielle,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting Date 6/5/2013",44
783,"Park Houston Apartments",6/11/2013 0:00:00,1,"Christina Garcia ","Spoke with Margaret, I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. 

Meeting Date 6/10/2013",44
784,"Crystal Springs Apartments ",6/11/2013 0:00:00,1,"Christina Garcia"," Spoke with Carmen Morales,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. ",44
785,"Evergreen Apartments ",6/12/2013 0:00:00,1,"christina Garcia","Spoke with Lucy Tovar,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. ",44
786,"Plumcreek Apartments",6/17/2013 0:00:00,1,"christina garcia","spoke with Patricia,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. ",44
787,"Southway Manor Apartments",6/18/2013 0:00:00,1,"Christina Garcia","Spoke with Elizabeth,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the apartment manager in hopes of building a relationship with residents of this complex. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the residents of the complex about the CBFB program and possibly get referrals. ",44
788,"Life Tabernacle church",6/19/2013 0:00:00,1,"Christina Garcia","Spoke with Pastor Jim Kilgor,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the pastor of the church in hopes of building a relationship with the attendees of the church. I left brochures for the attendees and I also inquired about a possible presentation so that I could better explain to the attendees of the church about the CBFB program and possibly get referrals. ",44
789,"El Bethel Missionary Baptist Church",6/24/2013 0:00:00,1,"Christina Garcia","Spoke with Rev. Rugley Monroe,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the reverend in hopes of building a relationship with residents of this community. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the attendees of the church about the CBFB program and possibly get referrals. ",44
790,"Gateway Community  Church",6/25/2013 0:00:00,1,"christina Garcia","Spoke with Pastor Rolanda Watson,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the pastor in hopes of building a relationship with residents of this community. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the attendees of the church about the CBFB program and possibly get referrals. ",44
791,"Gulf Meadows Church",6/26/2013 0:00:00,1,"Christina Garcia","Spoke with Pastor Joe Keenan,  I introduced the CBFB program and what it offers for the Sunnyside area and tried to build some rapport with the pastor in hopes of building a relationship with residents of this community. I left brochures for the residents and I also inquired about a possible presentation so that I could better explain to the attendees of the church about the CBFB program and possibly get referrals. ",44
792,"Mancuso Library",6/11/2013 0:00:00,1,"Chrisitna Garcia","Spoke to Sandra August about CBFB program, I left brochures further explaining the program and inquired about a possible presentation in the future.

2/18/13 Meeting date",44
793,"Scott Plaza Apartments",6/11/2013 0:00:00,1,"Christina Garcia","Spoke with Ms. Glen, I explained the CBFB resources and left brochures. I also inquired about a possible future presentation for the complex residents.

Meeting Date 2/19/13",44
794,"Kings Row Apartments",6/11/2013 0:00:00,1,"Christina Garcia","Met with Trishawna Morson,  about CBFB program, I left brochures further explaining the program and inquired about a possible presentation in the future.

Meeting date 2/20/13",44
795,"Sun Flower Terrace Apartments",6/11/2013 0:00:00,1,"Christina garcia","Spoke  about CBFB program, I left brochures further explaining the program and inquired about a possible presentation in the future for the residents of the complex

Meeting Date 2/21/13

",44
796,"Target Hunger",7/20/2013 0:00:00,350,"Teresa Arguelles","I spoke to the Seniors about DSMP.",61
797,"Lakewood Church",7/28/2013 0:00:00,500,"Teresa Arguelles","Blood Drive.",61
798,"catheral of saint matthew",7/27/2013 0:00:00,4000,"3","",114
799,"catheral of saint matthew",7/27/2013 0:00:00,4000,"3","",114
800,"Catheral  of  St Matthew",7/27/2013 0:00:00,400,"ELIZABETH"," HEALTH FAIR ",114
801,"Mexican Consulate",8/1/2013 0:00:00,200,"teresa arguelles","Ventanilla de Salud.",61
802,"ACO-  HOME VISIT",7/17/2013 0:00:00,1,"BRUCE LLOYD","REQUESTED BY DICK NYE ",114
803,"texas benefits",8/3/2013 0:00:00,400,"bichthuan,elizabeth","texas benefit online",114
804,"Mexican Consulate",8/2/2013 0:00:00,200,"Teresa Arguelles","VDS.",61
805,"Mexican Consulate",7/31/2013 0:00:00,150,"Teresa Arguelles","VDS",61
806,"3rd Ward health fair",8/3/2013 0:00:00,180,"Teresa Arguelles","BK 2 School supplys, Health Screenings.",61
807,"Mexican Consulate",8/16/2013 0:00:00,150,"Teresa Arguelles","VDS",61
808,"St Leo Catholic Church",8/16/2013 0:00:00,200,"Teresa Arguelles","Back to School health fair.",61
809,"DSMP/Bealle Village",8/5/2013 0:00:00,11,"Teresa Arguelles","DSMP Class.",61
810,"Outreach - Clear Lake United Methodist Church",8/24/2013 0:00:00,175,"R. Mosqueda K. King","Free Eye And Medical Clinic - Both Kolanda and I attended the clinic held and were able to educate many of the attendees about the services Gateway to Care offers and also the Connecting Kids program. We did encounter a Romanian family whom were political refugees and had no access to healthcare. The husband knows very little English and the wife does not know any. They have two children, the first born in Italy (2YRS) and the second born in California (8MOS) both of whom need vaccines and check ups. The wife is six months pregnant and has not had any kind of prenatal care. We are working on connecting them to the healthcare resources they need. ",195
811,"Bonding against adversity",9/7/2013 0:00:00,100,"Teresa Arguelles","Immigration and Health Fair.",61
812,"Presentation - DSMP",9/12/2013 0:00:00,4,"Teresa Arguelles","NE MULTI CTR.",61
813,"Presentation - Tops HHHC Workshop",10/3/2013 0:00:00,15,"Kolonda King","Tops Partnering with Sen. Ellis for Health Care Workshop. Most in attendance were trying to enroll. Legacy talked about Navigation. I spoke on CK.",198
814,"Mount Rose COGIC (Barret Station)",10/5/2013 0:00:00,85,"Karin Dunn","ACA presentation within their self-sufficiency meeting",199
815,"5th Ward Multi-Service Center",10/3/2013 0:00:00,10,"Kolonda King","Persentation at the 5th ward civic center.",199
816,"HCC Coleman Campus Presentation",10/4/2013 0:00:00,19,"Kolonda King","Presentation at HCC Coleman Campus",199
817,"Presentation-Harmony House",10/9/2013 0:00:00,10,"Kolonda King","CFC presentation- a few would like to be CAC. Will gather info from Preston Witt",198
818,"CFC-St. Gregory Healthcare",10/8/2013 0:00:00,8,"Laverne Moore","Want Id for CAC certification",196
819,"MRC",8/22/2013 0:00:00,118,"Laverne Moore","",199
820,"Fondern Seven Day",9/14/2013 0:00:00,4,"Laverne Moore","",199
821,"National Night Out",10/1/2013 0:00:00,11,"Laverne Moore","",199
822,"Discover Harmony House",10/9/2013 0:00:00,10,"Kolonda King","",199
823,"CFC-Harmony House",10/9/2013 0:00:00,15,"Kolonda King","Most of the staff want to become CAC's,they have not gotten back with me about background check will follow-up today 10/16/2013",198
824,"Presentation",10/11/2013 0:00:00,35,"Kolonda King","They will be taking CFC training on 10/21/2013",198
825,"Presentation",10/14/2013 0:00:00,10,"Kolonda King","CFC Training on 10/21/2013",198
826,"Presentation",10/15/2013 0:00:00,35,"Kolonda King","Will be taking CFC on 10/22 or 10/24 Instructor will get back with me.",198
827,"CFC- CAC",10/3/2013 0:00:00,9,"R Mosqueda","Conducted a CAC supplemental training, gave information and presented power point for the attendees.",195
828,"CFC - Champions",10/4/2013 0:00:00,9,"Rosalinda Mosqueda","Conducted a Champions for Coverage training, gave information and presented power point for the attendees.",195
829,"Outreach - The Rose Mobile",10/7/2013 0:00:00,50,"Rosalinda Mosqueda","Assisted with the needs of the Rose mobile, educated and informed clients about health home importance. ",195
830,"ACA",9/9/2013 0:00:00,75,"bichthuan,elizabeth","MARKETPLACE ---TRAINING AT UNITED WAY 4-CEU LUNCH PROVIDED",114
831,"TSU-HPE",10/14/2013 0:00:00,14,"Kolonda King","",199
832,"Insurance 101 Marketplace",9/18/2013 0:00:00,120,"Karin Dunn","",199
833,"Antoine Health Clinic",10/4/2013 0:00:00,8,"Rosalinda Mosqueda","",199
834,"TSU-HPE",10/15/2013 0:00:00,27,"Kolonda King","",199
835,"Harmony House",10/9/2013 0:00:00,10,"Kolonda King","",199
836,"Shield Bearer Staff",10/2/2013 0:00:00,23,"Karin","Staff Meeting with presentation on the ACA with q & a",5
837,"Outreack - CK",10/19/2013 0:00:00,200,"teresa arguelles","Health fair/Connecting Kids.",61
838,"Bastian Head Start",10/18/2013 0:00:00,2,"Christina Garcia","I originally went to the school looking for Ms. Stevens whom I had tried several times to get a hold of and was always unsuccessful. I entered the school to find out that Ms. Stevens no longer works there and my new contact would be Mr. Allen. The lady at the front desk pointed him out as he happened to be entering the building as we were having that discussion. This day I learned that Mr. Allen is the Site Manager. I introduced myself and explained our program for CBfB. He then led me to his family services representative Ms. King. I introduced myself to her and learned they didn't have any referrals and were very unfamiliar with how CBfB works. I left her some referrals and she said she would tell her parents about CBfB. ",44
839,"CFC - TSC-Sr , Care Class",10/21/2013 0:00:00,10,"Kolonda King","CFC training",198
840,"CFC Training",10/3/2013 0:00:00,2,"Stephanie Pollock","Champions for Coverage Training at R.L. Tullis Library in New Caney, TX",197
841,"CFC Training",10/10/2013 0:00:00,1,"Stephanie Pollock","Champions for Coverage Training at Conroe Central Library, Conroe, TX",197
842,"CFC Training",10/18/2013 0:00:00,15,"Stephanie Pollock","Champions for Coverage Training at Houston Food Bank, 611 Portwall St, Houston.  Contact: Shannon Terry.",197
843,"CFC - Training-TSU",10/28/2013 0:00:00,30,"Kolonda King","9-10 class will finish the training on Wednesday",198
844,"CFC - Training-TSU",10/28/2013 0:00:00,30,"Kolonda King","10-11 class will finish training on Wed.",198
845,"CFC - Training-TSU",10/28/2013 0:00:00,35,"Kolonda King","11-12 class will finish training on Wed.",198
846,"Presentation - Sylvester Turner-Town Hall Meeting",10/30/2013 0:00:00,100,"Kolonda Kuing","Brief 3 mins. on CK & what serves we offer @ GTC. Also handed pit CK flyers & other info.",198
847,"Outreach - Cuney Homes-Halleuljiuh Night",10/31/2013 0:00:00,50,"Kolonda King/Laverne Moore","Had a table handed out GTC info",198
848,"Outreach African American Family Support Confernce",11/1/2013 0:00:00,300,"Kolonda King/Laverne Moore","Booth GTC info.",198
849,"Presentation",10/30/2013 0:00:00,6,"Stephanie Pollock","Attended SHOP Overview Presentation by Travis Middleton of Landmark Ins Agency (GTC collaborative member). Distributed materials on our outreach/education programs for Champions for Coverage and CAC Community Training.  Also did 2 min. video clip for YouTube (taped by Entrepreneur Broadcasting Company)(permission given by Ron via Roxane Richter - text).",197
850,"Outreach - Dyslexia (Yale University)",11/1/2013 0:00:00,300,"Stephanie Pollock","Attended Dyslexia training presented by Yale Center for Dyslexia and Creativity, held at TX Southern Univ and sponsored by Rep. Sheila Jackson Lee.  Gave GTC Business Cards and ACA Outreach and Education flyer to Sheila Jackson Lee staff member Samanantha George and Aldine ISD District Administrator.",197
851,"Outreach - Night of Blues (HCMHA)",11/1/2013 0:00:00,80,"Stephanie Pollock","Put up a GTC Table with ACA outreach and education materials, distributed flyers with info about our Champions for Coverage and CAC Community Training programs.  Also distributed Federal Poverty Level and Marketplace Enrollment Process sheets. ""Minda and Soul:  a Celebration for Everyone""",197
852,"Presentation - ACA,Obamacare",11/4/2013 0:00:00,75,"Kolonda King","2504 Almeda Genoa-Jones Memorial. Room was set aside for me to answer questions about the ACA Health Insurance Marketplace.",198
853,"CFC - Champions for Coverage",10/24/2013 0:00:00,5,"Stephanie Pollock","Performed Champions for Coverage Training at Cleveland Civic Center, 210 Peach St., Cleveland, TX 77327.",197
854,"Outreach - 9Th Annual Breast Health Summit",11/7/2013 0:00:00,500,"Kolonda King","GTC Exhibit plus CEU's for CHW.",198
855,"Outreach - 9th Annual Breast Health Summit",11/8/2013 0:00:00,500,"Kolonda King","GTC Exhibit plus CEU's for CHW",198
856,"Outreach - D.A.W.N. Grand Opening",11/12/2013 0:00:00,75,"Kolonda King/Laverne Moore","We left flyers about CK & the training. The program was pre-set passed out our cards to a few people also.",198
857,"Presentation - HCC-Coleman ACA Enrollment",10/13/2013 0:00:00,35,"Kolonda King/Shakera Hubert","Did CK pitch was part of the overall program. Enroll America, PP, Legacy, Change Happens & GTC",198
858,"Outreach - ACA Planning Committee-Univsion",10/14/2013 0:00:00,20,"Kolonda King","Final meeting for ACA Enrollment Nov.16th @ GRB",198
859,"Outreach - Congressional ACA Enrollment",11/16/2013 0:00:00,800,"Kolonda King","",198
860,"Presentation - Project Impact",11/13/2013 0:00:00,45,"Stephanie Pollock","Northeast Multi Service Center
9720 Spaulding Houston, Texas 77016

Northeast Harris County Stakeholder's Meeting:

Presented Navigator training program for Champions for Coverage and CAC Community Training Program.",197
861,"Outreach - ACA Enrollment Event",11/20/2013 0:00:00,1,"Stephanie Pollock","Attended Marketplace Enrollment with Local 100 ULU at Northwest Assistance Ministries, 15555 Kuykendahl, Houston, TX 77090.

Spoke with Children's Clinic Dir. Erin Broussard and gave info on Champions for Coverage and CAC Community Trainings.  She is going to forward Connecting Kids and training flyer to their 44 affiliated church network to assist us in outreach/education opportunities.",197
862,"Outreach - Congressional ACA Forum",11/16/2013 0:00:00,800,"Stephanie Pollock","ACA Enrollment Event at George R. Brown Convention Ctr, 1001 Avenue de las Americas, Houston, TX. 7:30a-3:30p",197
863,"CFC - Champions for Coverage Training",10/25/2013 0:00:00,7,"Stephanie Pollock","Champions for Coverage Training with City of Houston employees.",197
864,"Presentation",11/7/2013 0:00:00,145,"Stephanie Pollock","Attended meeting at E Montgomery County Friendship Center, A.V. Bull Sallas Park, 21679 McClesky, New Caney, TX 77357.  Presented short overview of ACA and Champions for Coverage, CAC training opportunities with GTC.",197
865,"CFC Community Training",11/7/2013 0:00:00,3,"Stephanie Pollock","Followed up with Steve Racciato of Health Center of SE TX (FQHC) to train final 3 employees who were hired to perform application assistance for the Marketplace.  Performed CAC Community Training Curriculum, then forwarded background checks, email addresses, etc. to Dick Nye who had employees sign CDO confidentiality agreement and issued CACA#s.",197
